iata_code,airport_name,city_name,country_name
VQS,Vieques,Vieques,Puerto Rico
VRA,Juan Gualberto Gomez,Varadero,Cuba
VRB,Verobeach,Verobeach,United States
VRE,Vredendal,Vredendal,South Africa
VRK,Varkaus,Varkaus,Finland
VRL,Vilareal,Vilareal,Portugal
VRU,Vryburg,Vryburg,South Africa
VRY,Stolport,Vaeroy,Norway
VSE,Viseu,Viseu,Portugal
VSG,Lugansk,Luhansk,Ukraine
VSF,State Airport,Springfield,United States
VTF,Vatulele,Vatulele,Fiji Islands
VTG,Vungtau,Vungtau,Vietnam
VVB,Mahanoro,Mahanoro,Madagascar
VVK,Vastervik,Vastervik,Sweden
VYD,Vryheid,Vryheid,South Africa
WAB,Wabag,Wabag,Papua New Guinea
WAD,Andriamena,Andriamena,Madagascar
WAK,Ankazoabo,Ankazoabo,Madagascar
WAO,Wabo,Wabo,Papua New Guinea
WAS,Washington,Baltimore,United States
WAV,Kalkgurung Airport,Wavehill,Australia
WAY,Green County Airport,Waynesburg,Australia
WAZ,Warwick,Warwick,Australia
WBC,Wapolu,Wapolu,Papua New Guinea
WBD,Befandriana,Befandriana,Madagascar
WBE,Bealanana,Bealanana,Madagascar
WBN,Cummingspark Airport,Woburn,United States
WBO,Beroroha,Beroroha,Madagascar
WBR,Bigrapids,Bigrapids,United States
WCR,Chandalar,Chandalar,United States
WDB,Deepbay,Deepbay,United States
WDG,Woodring Mun.,Enid,United States
WED,Wedau,Wedau,Papua New Guinea
WEL,Welkom,Welkom,South Africa
WEP,Weam,Weam,Papua New Guinea
WET,Wagethe,Wagethe,Indonesia
WEW,Wee Waa,Wee Waa,Australia
WGT,Wangaratta,Wangaratta,Australia
WHL,Welshpool,Welshpool,Australia
WHT,Wharton,Wharton,United States
WIK,Surfdale,Surfdale,New Zealand
WIT,Wittenoom,Wittenoom,Australia
WIU,Witu,Witu,Papua New Guinea
WJF,Lancaster,Lancaster,United States
WKB,Warracknabeal,Warracknabeal,Australia
WKI,Hwange,Hwange,Zimbabwe
WKN,Wakunai,Wakunai,Papua New Guinea
WKR,Walkers Cay Airport,Walker'scay,The Bahamas
WLB,Laboucherebay,Laboucherebay,United States
WLM,Waltham,Waltham,United States
WLR,Loring,Loring,United States
WMB,Warrnambool,Warrnambool,Australia
VTE,Wattay,Vientiane,Laos
VTU,Las Tunas,Lastunas,Cuba
VTZ,Vishakhapatnam,Vishakhapatnam,India
VUP,Valledupar,Valledupar,Colombia
VUS,Velikij Ustyug,Velikij Ustyug,Russia
VVI,Viru Viru Intl,Santacruz,Bolivia
VVO,Vladivostok,Vladivostok,Russia
VVZ,Illizi,Illizi,Algeria
VXC,Lichinga,Lichinga,Mozambique
VXE,San Pedro,Saovicenteisland,Cape Verde
VYS,Illinoisvalleyreg Airport,Peru,United States
WAA,Wales,Wales,United States
WAE,Wadi Ad Dawasir,Wadi Ad Dawasir,Saudi Arabia
WAG,Wanganui,Wanganui,New Zealand
WAM,Ambatondrazaka,Ambatondrazaka,Madagascar
WAQ,Antsalova,Antsalova,Madagascar
WAT,Waterford,Waterford,Ireland
WBM,Wapenamanda,Wapenamanda,Papua New Guinea
WBQ,Beaver,Beaver,United States
WCH,Chaiten,Chaiten,Chile
WDH,Windhoek,Windhoek,Namibia
WEH,Weihai,Weihai,China
WEI,Weipa,Weipa,Australia
WFI,Fianarantsoa,Fianarantsoa,Madagascar
WGA,Forrest Hill,Waggawagga,Australia
WGE,Walgett,Walgett,Australia
WHF,Wadi Halfa,Wadihalfa,Sudan
WHK,Whakatane,Whakatane,New Zealand
WIC,Wick,Wick,United Kingdom
WIL,Wilson,Nairobi,Kenya
WIN,Winton,Winton,Australia
WJR,Wajir,Wajir,Kenya
WJU,Wonju,Wonju,South Korea
WKA,Wanaka,Wanaka,New Zealand
WKJ,Hokkaido,Wakkanai,Japan
WKL,Waikoloa,Waikoloa,United States
WLG,Wellington,Wellington,New Zealand
WLH,Walaha,Walaha,Vanuatu
WLK,Selawik,Selawik,United States
WMA,Mandritsara,Mandritsara,Madagascar
WBB,Stebbins,Stebbins,United States
WHD,Spb Airport,Hyder,United States
WJA,Woja,Woja,Marshall Islands
WMC,Winnemucca,Winnemucca,United States
WMD,Mandabe,Mandabe,Madagascar
WMH,Mountainhome,Mountainhome,United States
WMK,SPB,Meyers Chuck,United States
WML,Malaimbandy,Malaimbandy,Madagascar
WNC,Nichencove Airport,Tuxekanisl,United States
WNU,Wanuma,Wanuma,Papua New Guinea
WOI,Wologissi,Wologissi,Liberia
WON,Wondoola,Wondoola,Australia
WPK,Wrotham Park,Wrotham Park,Australia
WPO,Northfrkvalley Airport,Paonia,United States
WPS,Pitalito,Pitalito,Colombia
WRA,Warder,Warder,Ethiopia
WSA,Wasua,Wasua,Papua New Guinea
WSB,Spb Airport,Steamboatbay,United States
WSG,County Airport,Washington,United States
WSH,Brookhaven Airport,Shirley,United States
WSM,Wiseman,Wiseman,United States
WSU,Wasu,Wasu,Papua New Guinea
WTD,West End,West End,The Bahamas
WTT,Wantoat,Wantoat,Papua New Guinea
WUD,Wudinna,Wudinna,Australia
WUG,Wau,Wau,Papua New Guinea
WUM,Wasum,Wasum,Papua New Guinea
WUV,Wuvuluis,Wuvuluis,Papua New Guinea
WVL,Robertlafle Airport,Waterville,United States
WWY,West Wyalong,West Wyalong,Australia
WYB,Spb Airport,Yesbay,United States
XAH,Silkeborg,Silkeborg,Denmark
XAK,Silkeborg,Silkeborg,Denmark
XAL,Alamos,Alamos,Mexico
XAR,Aribinda,Aribinda,Burkina Faso
XBB,Blubber Bay,Blubber Bay,Canada
XBL,Bunobedelle,Bunobedelle,Ethiopia
XBN,Biniguni,Biniguni,Papua New Guinea
XBO,Boulsa,Boulsa,Burkina Faso
XBR,Brockville,Brockville,Canada
XCL,Cluff Lake,Cluff Lake,Canada
XCN,Coron,Coron,Philippines
WMN,Maroantsetra,Maroantsetra,Madagascar
WMP,Mampikony,Mampikony,Madagascar
WMR,Mananara,Mananara,Madagascar
WMX,Wamena,Wamena,Indonesia
WNA,SPB,Napakiak,United States
WNP,Naga,Naga,Philippines
WNR,Windorah,Windorah,Australia
WNS,Nawabshah,Nawabshah,Pakistan
WNZ,Longwan International Airport,Wenzhou,China
WPB,Portberge,Portberge,Madagascar
WRE,Whangarei,Whangarei,New Zealand
WRG,Wrangell,Wrangell,United States
WRL,Worland,Worland,United States
WRO,Copernicus Airport,Wroclaw,Poland
WSN,South Naknek,Southnaknek,United States
WSO,Washabo,Washabo,Suriname
WSP,Waspam,Waspam,Nicaragua
WSR,Wasior,Wasior,Indonesia
WSY,Whitsunday Airstrip Airport,Airliebeach,Australia
WSZ,Westport,Westport,New Zealand
WTA,Tambohorano,Tambohorano,Madagascar
WTK,Noatak,Noatak,United States
WUA,Wu Hai,Wu Hai,China
WUH,Tianhe International,Wuhan,China
WUN,Wiluna,Wiluna,Australia
WUS,Wuyishan,Wuyishan,China
WUU,Wau,Wau,Sudan
WUX,Wuxi,Wuxi,China
WVK,Manakara,Manakara,Madagascar
WWD,Capemaycounty Airport,Wildwood,United States
WWK,Boram,Wewak,Papua New Guinea
WYA,Whyalla,Whyalla,Australia
WYE,Yengema,Yengema,Singapore
WYN,Wyndham,Wyndham,Australia
WYS,Yellow Airport,Westyellowstone,United States
XBE,Bearskin Lake,Bearskin Lake,Canada
XBJ,Birjand,Birjand,Iran
XCH,Christmas Island,Christmas Island,Christmas Island
XCM,Chatham,Chatham,Canada
WSX,Westsound,Westsound,United States
WTE,Wotje,Wotjeisland,Marshall Islands
WTL,Tuntutuliak,Tuntutuliak,United States
WTP,Woitape,Woitape,Papua New Guinea
WWP,Whale Pass,Whale Pass,United States
WWT,Newtok,Newtok,United States
XCR,Champagnevatry Airport,Paris,France
XDB,Lille,Lille,France
XDE,Diebougou,Diebougou,Burkina Faso
XDJ,Djibo,Djibo,Burkina Faso
XDT,Paris,Paris,France
XEZ,Sodertalje,Sodertalje,Sweden
XFU,Tierp,Tierp,Switzerland
XFZ,Charny,Quebec,Canada
XGA,Gaoua,Gaoua,Burkina Faso
XGC,Lund,Lund,Sweden
XGG,Goromgorom,Goromgorom,Burkina Faso
XGL,Granville Lake,Granville Lake,Canada
XHK,Valence,Valence,France
XKA,Kantchari,Kantchari,Burkina Faso
XKO,Kemano,Kemano,Canada
XKY,Kaya,Kaya,Burkina Faso
XLU,Leo,Leo,Burkina Faso
XMB,Marina Mall EY,Marina Mall EY,United Arab Emirates
XMG,Mahendranagar,Mahendranagar,Nepal
XMI,Masasi,Masasi,Tanzania
XML,Minlaton,Minlaton,Australia
XNB,Chelsea Twr EY,Chelsea Twr EY,United Arab Emirates
XNG,Quangngai,Quangngai,Vietnam
XNU,Nouna,Nouna,Burkina Faso
XOP,Poitiers,Poitiers,France
XPA,Pama,Pama,Burkina Faso
XPG,Gare du Nord Rail Stn,Paris,France
XPJ,Montpellier,Montpellier,France
XPK,Pukatawagan,Pukatawagan,Canada
XRE,Reading,Reading,United Kingdom
XRF,Marseille,Marseille,France
XRR,Ross River,Ross River,Canada
XSE,Sebba,Sebba,Burkina Faso
XSH,Tours,Tours,France
XSZ,Setubal,Setubal,Portugal
XVE,Herning,Herning,Denmark
XYD,Lyon,Lyon,France
XZA,Zabre,Zabre,Burkina Faso
XZM,Ferry,Ferry,Macau S.A.R.
XZV,Toulon,Toulon,France
YAF,Asbestos Hill,Asbestos Hill,Canada
YAJ,Lyall Harbour,Lyall Harbour,Canada
YAL,Alert Bay,Alert Bay,Canada
YAQ,Maple Bay,Maple Bay,Canada
YAV,Miner's Bay Airport,Minersbay,Canada
YBA,Banff,Banff,Canada
YBF,Bamfield,Bamfield,Canada
YBJ,Baiejohanbeetz,Baiejohanbeetz,Canada
YBM,Bronsoncreek,Bronsoncreek,Canada
YBQ,Telegraphharbour,Telegraphharbour,Canada
XGR,Kangiqsualujjuaq,Kangiqsualujjuaq,Canada
XIC,Xichang,Xichang,China
XIL,Xilinhot,Xilinhot,China
XKH,Xieng Khouang,Xieng Khouang,Laos
XKS,Kasabonika,Kasabonika,Canada
XLB,Lac Brochet,Lac Brochet,Canada
XLS,St. Louis,Saintlouis,Senegal
XMH,Manihi,Manihi,French Polynesia
XMN,Xiamen,Xiamen,China
XMS,Macas,Macas,Ecuador
XMY,Yam Island,Yam Island,Australia
XNN,Xining,Xining,China
XQP,Quepos,Quepos,Costa Rica
XRY,Jerez De La Frontera,Jerez,Spain
XSC,South Caicos,Southcaicos,Turks and Caicos Islands
XSI,South Indian Lake,South Indian Lake,Canada
XSP,Seletar,Singapore,Singapore
XTL,Tadoule Lake,Tadoule Lake,Canada
XUZ,Xuzhou,Xuzhou,China
XYA,Yandina,Yandina,Somalia
YAA,Anahim Lake,Anahim Lake,Canada
YAC,Cat Lake,Cat Lake,Canada
YAI,Chillan,Chillan,Chile
YAK,Yakutat,Yakutat,United States
YAM,Sault Ste Marie,Saultstemarie,Canada
YAO,Yaounde,Yaounde,Cameroon
YAP,Yap,Yap,Micronesia
YAY,St. Anthony,Saintanthony,Canada
YAZ,Tofino,Tofino,Canada
YBB,Kugaaruk,Pellybay,Canada
YBE,Uranium City,Uranium City,Canada
YBG,Bagotville,Bagotville,Canada
YBI,Black Tickle,Blacktickle,Canada
YBK,Baker Lake,Bakerlake,Canada
YBP,Yibin,Yibin,China
YBR,Brandon,Brandon,Canada
YBT,Brochet,Brochet,Canada
XQU,Qualicum Beach,Qualicum,Canada
YBZ,Toronto,Toronto,Canada
YCQ,Chetwynd,Chetwynd,Canada
YCZ,Fairmountsprings,Fairmountsprings,Canada
YDE,Paradiseriver,Paradiseriver,Canada
YDG,Digby,Digby,Canada
YDI,Davisinlet,Davisinlet,Canada
YDO,Saintmethode Airport,Dolbeau,Canada
YDS,Desolationsound,Desolationsound,Canada
YDV,Bloodvein,Bloodvein,Canada
YDX,Doccreek,Doccreek,Canada
YEA,Edmonton,Edmonton,Canada
YEQ,Yenkis,Yenkis,Papua New Guinea
YEY,Amos,Amos,Canada
YGA,Gagnon,Gagnon,Canada
YGC,Grandecache,Grandecache,Canada
YGE,Gorgeharbor,Gorgeharbor,Canada
YGN,Greenwaysound,Greenwaysound,Canada
YHC,Hakaipass,Hakaipass,Canada
YHG,Charlottetown,Charlottetown,Canada
YIA,Yogyakarta,Yogyakarta,Indonesia
YBX,Blanc Sablon,Blancsablon,Canada
YCB,Cambridge Bay,Cambridgebay,Canada
YCC,Cornwall,Cornwall,Canada
YCD,Nanaimo,Nanaimo,Canada
YCG,Castlegar,Castlegar,Canada
YCK,Colville Lake,Colville Lake,Canada
YCL,Charlo,Charlo,Canada
YCM,St. Catharines,Saintcatharines,Canada
YCN,Cochrane,Cochrane,Canada
YCR,Crosslake,Crosslake,Canada
YCS,Chesterfield Inlet,Chesterfieldinlet,Canada
YCY,Clyde River,Clyderiver,Canada
YDA,Dawson City,Dawson,Canada
YDL,Deaselake,Deaselake,Canada
YDN,Dauphin,Dauphin,Canada
YDP,Nain,Nain,Canada
YEC,Yecheon,Yecheon,South Korea
YEG,Edmonton,Edmonton,Canada
YEI,Yenisehir Airport,Bursa,Turkey
YEK,Arviat,Arviat,Canada
YER,Fortsevern,Fortsevern,Canada
YES,Yasouj,Yasouj,Iran
YET,Edson,Edson,Canada
YEV,Inuvik,Inuvik,Canada
YFB,Iqaluit,Iqaluit,Canada
YFC,Fredericton,Fredericton,Canada
YFE,Forestville,Forestville,Canada
YFH,Fort Hope,Forthope,Canada
YFO,Flin Flon,Flinflon,Canada
YFR,Fortresolution,Fortresolution,Canada
YFS,Fort Simpson,Fortsimpson,Canada
YFX,St Lewis,Foxharbour,Canada
YGH,Fort Good Hope,Fortgoodhope,Canada
YGJ,Miho,Yonago,Japan
YGK,Kingston,Kingston,Canada
YGL,La Grande,Lagrande,Canada
YGP,Gaspe Metropolitan Area,Gaspe,Canada
YGQ,Geraldton,Geraldton,Canada
YGR,Iles De La Madeleine,Ilesdelamadele,Canada
YGT,Igloolik,Igloolik,Canada
YGW,Kuujjuarapik,Kuujjuarapik,Canada
YGX,Gillam,Gillam,Canada
YGZ,Grise Fiord,Grisefiord,Canada
YHA,Porthopesimpson,Porthopesimpson,Canada
YHF,Hearst,Hearst,Canada
YHI,Holman,Holman,Canada
YHK,Gjoa Haven,Gjoahaven,Canada
YHM,John C. Munroe Airport,Mounthope,Canada
YHO,Hopedale,Hopedale,Canada
YHP,Poplarhill,Poplarhill,Canada
YHR,Chevery,Chevery,Canada
YHU,Sainthubert Airport,Montreal,Canada
YHZ,Halifax,Halifax,Canada
YIB,Atikokan,Atikokan,Canada
YIF,Pakuashipi,Pakuashipi,Canada
YIK,Ivujivik,Ivujivik,Canada
YIN,Yining,Yining,China
YIO,Pond Inlet,Pondinlet,Canada
YIV,Islandlkgardenhill,Islandlkgardenhill,Canada
YHS,Sechelt,Sechelt,Canada
YKE,Kneelake,Kneelake,Canada
YKJ,Keylake,Keylake,Canada
YKK,Kitkatla,Kitkatla,Canada
YLG,Yalgoo,Yalgoo,Australia
YLP,Mingan,Mingan,Canada
YLR,Leafrapids,Leafrapids,Canada
YLS,Lebelsurquevillon,Lebelsurquevillon,Canada
YMB,Merritt,Merritt,Canada
YME,Matane,Matane,Canada
YMK,Mys Kamennyy,Mys Kamennyy,Russia
YML,Charlevoix Airport,Murraybay,Canada
YMQ,Montreal,Montreal,Canada
YNK,Nootkasound,Nootkasound,Canada
YOK,Yokohama,Yokohama,Japan
YOT,Yotvata,Yotvata,Israel
YPB,Portalberni,Portalberni,Canada
YPP,Pinepoint,Pinepoint,Canada
YPS,Porthawkesbury,Porthawkesbury,Canada
YKA,Kamloops,Kamloops,Canada
YKF,Waterloo Regional,Kitchener,Canada
YKG,Kangirsuk,Kangirsuk,Canada
YKL,Schefferville,Schefferville,Canada
YKN,Changurney Airport,Yankton,United States
YKQ,Waskaganish,Waskaganish,Canada
YKS,Yakutsk,Yakutsk,Russia
YKU,Chisasibi,Chisasibi,Canada
YKX,Kirklandlake,Kirklandlake,Canada
YLC,Kimmirut,Kimmirutlakeharbour,Canada
YLD,Chapleau,Chapleau,Canada
YLE,Wha Ti,Whatilaclamartre,Canada
YLH,Lansdowne House,Lansdownehouse,Canada
YLI,Ylivieska,Ylivieska,Finland
YLL,Lloydminster,Lloydminster,Canada
YLW,Kelowna,Kelowna,Canada
YMA,Mayo,Mayo,Canada
YMH,Mary's Harbour,Mary'sharbour,Canada
YMM,Fort Mcmurray,Fortmcmurray,Canada
YMN,Makkovik,Makkovik,Canada
YMO,Moosonee,Moosonee,Canada
YMS,Yurimaguas,Yurimaguas,Peru
YMX,Mirabel Airport,Montreal,Canada
YNA,Natashquan,Natashquan,Canada
YNB,Yanbu,Yanbu,Saudi Arabia
YNC,Wemindji,Wemindji,Canada
YNE,Norwayhouse,Norwayhouse,Canada
YNG,Youngstownwarren,Youngstownwarren,United States
YNJ,Yanji,Yanji,China
YNL,Pointsnorthland,Pointsnorthland,Canada
YNM,Matagami,Matagami,Canada
YNO,Northspiritlake,Northspiritlake,Canada
YNS,Nemiscau,Nemiscau,Canada
YNT,Yantai,Yantai,China
YNY,Yangyang,Yangyang,South Korea
YNZ,Yancheng,Yancheng,China
YOA,Ekati,Ekati,Canada
YOD,Coldlake,Coldlake,Canada
YOG,Ogoki,Ogoki,Canada
YOH,Oxfordhouse,Oxfordhouse,Canada
YOL,Yola,Yola,Nigeria
YOO,Oshawa Municipal,Oshawa,Canada
YOP,Rainbow Lake,Rainbowlake,Canada
YPA,Glass Field,Princealbert,Canada
YPC,Paulatuk,Paulatuk,Canada
YPD,Parrysound,Parrysound,Canada
YPE,Peaceriver,Peaceriver,Canada
YPH,Inukjuak,Inukjuak,Canada
YPJ,Aupaluk,Aupaluk,Canada
YPL,Picklelake,Picklelake,Canada
YPN,Portmenier,Portmenier,Canada
YPO,Peawanuck,Peawanuck,Canada
YPQ,Peterborough,Peterborough,Canada
YPR,Digby Island,Princerupert,Canada
YPX,Puvirnituq,Povungnituk,Canada
YPY,Fortchipewyan,Fortchipewyan,Canada
YQB,Quebec,Quebec,Canada
YQC,Quaqtaq,Quaqtaq,Canada
YQG,Windsor,Windsor,Canada
YKT,Klemtu,Klemtu,Canada
YMP,Portmcneil,Portmcneil,Canada
YPT,Penderharbour,Penderharbour,Canada
YQS,Pembrokearea Airport,Saintthomas,Canada
YRD,Deanriver,Deanriver,Canada
YRN,Riversinlet Airport,Owekenovillage,Canada
YSG,Lutselke,Lutselkesnowdrift,Canada
YSH,Smith Falls,Smithfalls,Canada
YSK,Sanikiluaq,Sanikiluaq,Canada
YSL,St Leonard,Saintleonard,Canada
YSN,Salmonarm,Salmonarm,Canada
YSX,Shearwater,Shearwater,Canada
YSZ,Squirrelcove,Squirrelcove,Canada
YTB,Hartleybay,Hartleybay,Canada
YTC,Sturdee,Sturdee,Canada
YTD,Thicketportage,Thicketportage,Canada
YTJ,Terracebay,Terracebay,Canada
YTK,Tulugak,Tulugak,Canada
YTO,Toronto Pearson International,Toronto,Canada
YTT,Tisdale,Tisdale,Canada
YTU,Tasu,Tasu,Canada
YTX,Telegraphcreek,Telegraphcreek,Canada
YUF,Pelly Bay Dewline,Cortesbay,Canada
YVD,Yeva,Yeva,Papua New Guinea
YVE,Vernon,Vernon,Canada
YWN,Winisk,Winisk,Canada
YQI,Yarmouth,Yarmouth,Canada
YQK,Kenora,Kenora,Canada
YQM,Moncton,Moncton,Canada
YQN,Nakina,Nakina,Canada
YQQ,Comox,Comox,Canada
YQR,Regina,Regina,Canada
YQU,Grande Prairie,Grandeprairie,Canada
YQV,Yorkton,Yorkton,Canada
YQW,Northbattleford,Northbattleford,Canada
YQX,Gander,Gander,Canada
YQZ,Quesnel,Quesnel,Canada
YRA,Rae Lakes,Raelakes,Canada
YRB,Resolute,Resolute,Canada
YRF,Cartwright,Cartwright,Canada
YRI,Riviereduloup,Riviereduloup,Canada
YRJ,Roberval,Roberval,Canada
YRL,Red Lake,Redlake,Canada
YRT,Nuuk,Rankininlet,Canada
YSB,Sudbury,Sudbury,Canada
YSC,Sherbrooke,Sherbrooke,Canada
YSF,Stony Rapids,Stonyrapids,Canada
YSJ,Saint John,Saintjohn,Canada
YSO,Postville,Postville,Canada
YSP,Marathon,Marathon,Canada
YSR,Nanisivik,Nanisivik,Canada
YSY,Sachs Harbour,Sachsharbour,Canada
YTA,Pembroke,Pembroke,Canada
YTE,Cape Dorset,Capedorset,Canada
YTF,Alma,Alma,Canada
YTH,Thompson,Thompson,Canada
YTM,La Macaza,Monttremblant,Canada
YTQ,Tasiujuaq,Tasiujuaq,Canada
YTR,Trenton,Trenton,Canada
YTZ,City Centre Airport,Toronto,Canada
YUB,Tuktoyaktuk,Tuktoyaktuk,Canada
YUD,Umiujaq,Umiujaq,Canada
YUE,Yuendumu,Yuendumu,Australia
YUL,Pierre Elliott Trudeau,Montreal,Canada
YUT,Repulse Bay,Repulsebay,Canada
YUX,Hall Beach,Hallbeach,Canada
YUY,Noranda,Rouyn-noranda,Canada
YVA,Iconi,Moroni,Comoros
YVC,La Ronge,Laronge,Canada
YVM,Qikiqtarjuaq,Qikiqtarjuaq,Canada
YVO,Val D'Or,Vald'or,Canada
YVP,Kuujjuaq,Kuujjuaq,Canada
YVR,Vancouver,Vancouver,Canada
YVT,Buffalonarrows,Buffalonarrows,Canada
YVZ,Deerlake,Deerlake,Canada
YWB,Kangiqsujuaq,Kangiqsujuaq,Canada
YWH,Victoria Inner Harbor,Victoria Harbour,Canada
YWJ,Deline,Deline,Canada
YWK,Wabush,Wabush,Canada
YWL,Williams Lake,Williamslake,Canada
YWM,Williams Harbour,Williamsharbour,Canada
YWP,Webequie,Webequie,Canada
YWY,Wrigley,Wrigley,Canada
YRR,Stuartisland,Stuartisland,Canada
YYA,Bigbayyachtclub,Bigbayyachtclub,Canada
ZAA,Alicearm,Alicearm,Canada
ZAV,Aveiro,Aveiro,Portugal
ZBE,Dolnibenesov Airport,Zabreh,Czech Republic
ZBJ,Fredericia,Fredericia,Denmark
ZBL,Biloela,Biloela,Australia
ZBO,Bowen,Bowen,Australia
ZBT,Kolding,Kolding,Denmark
ZCO,Maquehue,Temuco,Chile
ZEG,Senggo,Senggo,Indonesia
ZEI,Garmisch Prtnkrch,Garmisch Prtnkrch,Germany
ZEL,Bella Bella,Bellabella,Canada
ZEP,Victoria Railway Stn  Airport,London,United Kingdom
ZFB,Oldfortbay,Oldfortbay,Canada
ZFJ,Rennes,Rennes,France
ZFQ,Bordeaux,Bordeaux,France
ZGF,Grandforks,Grandforks,Canada
ZGL,South Galway,South Galway,Australia
ZGM,Ngoma,Ngoma,Zambia
ZGX,Viborg,Viborg,Denmark
ZIB,Nyborg,Nyborg,Tanzania
ZIE,Vulcanoisland,Vulcanoisland,Italy
ZIJ,Nykoingsjaelland,Nykoingsjaelland,Denmark
ZIL,Horsens,Horsens,Denmark
ZIP,Lipariisland,Lipariisland,Italy
ZIR,Randers,Randers,Denmark
ZJE,Panareaisland,Panareaisland,Italy
ZJF,Jebel Ali,Jebel Ali,United Arab Emirates
YXD,Edmonton City Center Airport,Edmonton,Canada
YXH,Medicinehat,Medicinehat,Canada
YXJ,Fort St John,Fortstjohn,Canada
YXK,Rimouski,Rimouski,Canada
YXL,Sioux Lookout,Siouxlookout,Canada
YXN,Whale Cove,Whalecove,Canada
YXP,Pangnirtung,Pangnirtung,Canada
YXR,Earlton,Earlton,Canada
YXT,Terrace,Terrace,Canada
YXU,London,London,Canada
YXX,Abbotsford,Abbotsford,Canada
YXZ,Wawa,Wawa,Canada
YYB,North Bay,Northbay,Canada
YYC,Calgary,Calgary,Canada
YYD,Smithers,Smithers,Canada
YYF,Penticton,Penticton,Canada
YYG,Charlottetown,Charlottetown,Canada
YYH,Taloyoak,Taloyoak,Canada
YYJ,Victoria,Victoria,Canada
YYL,Lynnlake,Lynnlake,Canada
YYR,Goose Bay,Goosebay,Canada
YYT,St. John's,Saintjohns,Canada
YYU,Kapuskasing,Kapuskasing,Canada
YYY,Mont Joli,Montjoli,Canada
YZE,Gorebay,Gorebay,Canada
YZF,Yellowknife,Yellowknife,Canada
YZG,Salluit,Salluit,Canada
YZP,Sandspit,Sandspit,Canada
YZR,Sarnia,Sarnia,Canada
YZS,Coral Harbour,Coralharbour,Canada
YZU,Whitecourt,Whitecourt,Canada
YZV,Sept Iles,Septiles,Canada
YZZ,Trail,Trail,Canada
ZAD,Zadar,Zadar,Croatia
ZAG,Pleso,Zagreb,Croatia
ZAH,Zahedan,Zahedan,Iran
ZAL,Pichoy,Valdivia,Chile
ZAM,Zamboanga,Zamboanga,Philippines
ZAZ,Zaragoza,Zaragoza,Canada
ZBF,Bathurst,Bathurst,Canada
ZBM,Bromont,Bromont,Canada
ZBR,Chah Bahar,Chahbahar,Iran
ZEM,Eastmain,Eastmain,Canada
ZFA,Faro,Faro,Canada
ZFD,Fond Du Lac,Fonddulac,Canada
ZFM,Fort Mcpherson,Fortmcpherson,Canada
ZFN,Tulita,Tulitafortnorman,Canada
ZGI,Godsriver,Godsriver,Canada
ZGS,Gethsemani,Gethsemani,Canada
ZGU,Gaua,Gaua,Vanuatu
ZHA,Zhanjiang,Zhanjiang,China
ZIG,Ziguinchor,Ziguinchor,Serbia
ZIN,Ost Interlaken,Ost Interlaken,Switzerland
ZJX,Stromboli Island,Stromboliisland,Italy
ZJY,Ponza,Ponza,Italy
ZKN,Skive,Skive,Denmark
ZLG,Elgouera,Elgouera,Mauritania
ZLN,Lemans,Lemans,France
ZLX,British Rail Terminal Airport,London,United Kingdom
ZNC,Nyac,Nyac,United States
ZNU,Namu,Namu,Canada
ZOF,Oceanfalls,Oceanfalls,Canada
ZPY,Siegburg,Siegburg,Germany
ZRC,Sanpedroalcantara,Sanpedroalcantara,Spain
ZRI,Serui,Serui,Indonesia
ZRM,Sarmi,Sarmi,Indonesia
ZRS,Flexenpassheliport Airport,Zurslech,Austria
ZSS,Sassandra,Sassandra,Cote D'Ivoire (Ivory Coast)
ZST,Stewart,Stewart,Canada
ZTA,Tureia,Tureia,French Polynesia
ZTS,Tahsis,Tahsis,Canada
ZUC,Ignace,Ignace,Canada
ZWC,Stavanger,Stavanger,Norway
ZXM,Rognan,Rognan,Norway
ZXT,Heydar Aliyev,Baku,Azerbaijan
ZYK,Shekou Port Airport,Shekou,China
ZYN,Nimes,Nimes,France
AAB,Arrabury,Arrabury,Australia
BOM,Chhatrapati Shivaji Intl Airport,Mumbai,India
AAL,Aalborg,Aalborg,Denmark
AAT,Altay,Altay,China
ABD,Abadan,Abadan,Iran
ABK,Kabri Dar,Kabridar,Ethiopia
ABR,Aberdeen,Aberdeen,United States
ACA,General Juan N. Alvarez International,Acapulco,Mexico
ACR,Araracuara,Araracuara,Colombia
ACY,Atlantic City,Atlantic City,United States
ADJ,Marka International Airport,Amman,Jordan
ADZ,Sanandresisland,Sanandresisland,Colombia
AET,Allakaket,Allakaket,United States
AFL,Alta Floresta,Alta Floresta,Brazil
AFZ,Sabzevar,Sabzevar,Iran
AGH,Angelholm,Angelholm/helsingborg,Sweden
AGJ,Aguni,Aguni,Japan
AGN,Angoon,Angoon,United States
AGS,Bush Field,Augusta,United States
AGZ,Aggeneys,Aggeneys,South Africa
AHS,Ahuas,Ahuas,Honduras
AIT,Aitutaki,Aitutaki,Cook Islands
AJL,Aizawl,Aizawl,India
AKA,Ankang,Ankang,China
AKJ,Asahikawa,Asahikawa,Japan
ZWA,Andapa,Andapa,Madagascar
ZJN,Swan River,Swanriver,Canada
ZKE,Kaschechewan,Kaschechewan,Canada
ZKG,Kegaska,Kegaska,Canada
ZLT,La Tabatiere,Latabatiere,Canada
ZMT,Masset,Masset,Canada
